id,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm
654218,Landing Page Submission,Google,No,No,0,7.0,305,2.33,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
582814,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,17.0,15.0,No
631445,API,Google,No,No,0,2.0,189,1.0,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
624070,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
622285,API,Google,No,No,1,2.0,957,2.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
589194,Landing Page Submission,Google,Yes,No,0,2.0,265,2.0,Email Bounced,Finance Management,,No,No,No,No,No,No,15.0,18.0,Yes
658527,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
626221,API,Chat,Yes,No,0,0.0,0,0.0,Email Bounced,,,No,No,No,No,No,No,,,No
610661,Landing Page Submission,Google,No,No,0,2.0,225,2.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,No
608398,Landing Page Submission,Direct Traffic,No,No,0,5.0,901,5.0,SMS Sent,Media and Advertising,,No,No,No,No,No,No,,,Yes
589033,Landing Page Submission,Direct Traffic,No,No,0,1.0,858,1.0,Converted to Lead,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
631352,Landing Page Submission,Direct Traffic,No,No,0,4.0,453,4.0,Page Visited on Website,Operations Management,,No,No,No,No,No,No,,,Yes
586820,Landing Page Submission,Direct Traffic,No,No,0,2.0,351,2.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
597919,Landing Page Submission,Direct Traffic,No,No,0,1.0,262,1.0,Converted to Lead,Operations Management,Unemployed,No,No,No,No,No,No,,,No
619240,Landing Page Submission,Direct Traffic,No,No,1,10.0,1619,3.33,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
601837,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
626487,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
599091,Landing Page Submission,Direct Traffic,No,No,0,2.0,228,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
659896,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,15.0,15.0,No
625727,Landing Page Submission,Direct Traffic,No,No,0,1.0,136,1.0,Converted to Lead,,,No,No,No,No,No,No,,,No
588264,API,Google,Yes,No,1,2.0,1465,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
646617,Landing Page Submission,Direct Traffic,No,No,0,2.0,7,2.0,Email Opened,International Business,Unemployed,No,No,No,No,No,No,13.0,17.0,Yes
582498,Landing Page Submission,Direct Traffic,No,No,0,3.0,271,3.0,Email Opened,Hospitality Management,Unemployed,No,No,No,No,No,No,14.0,17.0,Yes
628726,API,Chat,No,No,1,0.0,0,0.0,Chat Conversation,Operations Management,Unemployed,No,No,No,No,No,No,,,No
609268,Landing Page Submission,Direct Traffic,No,No,0,2.0,1213,2.0,Form Submitted on Website,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
606730,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Human Resource Management,Working Professional,No,No,No,No,No,No,,,No
622372,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
610383,Landing Page Submission,Direct Traffic,No,No,0,3.0,952,3.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
639709,API,Google,No,No,0,1.0,176,1.0,Converted to Lead,,,No,No,No,No,No,No,16.0,15.0,No
633311,Landing Page Submission,Direct Traffic,No,No,0,4.0,196,4.0,Page Visited on Website,Human Resource Management,,No,No,No,No,No,No,,,Yes
630200,Landing Page Submission,Google,No,No,1,5.0,1925,5.0,SMS Sent,International Business,Working Professional,No,No,No,No,No,No,,,No
644076,Landing Page Submission,Direct Traffic,No,No,1,3.0,31,3.0,Email Opened,Media and Advertising,Working Professional,No,No,No,No,No,No,14.0,17.0,No
641763,Landing Page Submission,Organic Search,No,No,0,5.0,29,5.0,Email Opened,International Business,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
607640,Landing Page Submission,Direct Traffic,No,No,1,9.0,1390,4.5,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
639449,Landing Page Submission,Google,No,No,1,7.0,1380,7.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes
657139,Landing Page Submission,Google,No,No,1,5.0,263,2.5,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,16.0,18.0,No
612690,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Media and Advertising,Working Professional,No,No,No,No,No,No,,,No
621106,API,Google,No,No,0,2.0,1284,2.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
659463,API,Google,No,No,1,5.0,1196,5.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
621219,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,,,No
622305,API,Google,No,No,0,3.0,1054,3.0,Email Opened,Media and Advertising,Unemployed,No,No,No,No,No,No,,,No
617731,Landing Page Submission,Direct Traffic,No,No,0,2.0,130,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
604391,Landing Page Submission,Google,No,No,0,13.0,62,2.17,Page Visited on Website,Media and Advertising,,No,No,No,No,No,No,13.0,17.0,Yes
643845,API,Google,No,No,0,6.0,1178,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,12.0,15.0,No
640009,Landing Page Submission,Google,No,No,0,5.0,301,5.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,12.0,17.0,Yes
597088,Landing Page Submission,Organic Search,Yes,No,0,9.0,127,4.5,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,No
650514,API,Referral Sites,No,No,0,2.0,494,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,13.0,No
580908,Landing Page Submission,Direct Traffic,No,No,0,2.0,241,2.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,20.0,Yes
591705,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
643524,Landing Page Submission,Organic Search,No,No,0,3.0,560,3.0,SMS Sent,Travel and Tourism,Unemployed,No,No,No,No,No,No,14.0,15.0,Yes
608255,API,Chat,Yes,No,1,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,,,No
642056,Landing Page Submission,Google,No,No,1,11.0,1714,5.5,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,15.0,20.0,No
627354,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
625850,Landing Page Submission,Direct Traffic,No,No,1,4.0,1023,1.33,Email Opened,Marketing Management,,No,No,No,No,No,No,,,No
656078,API,Organic Search,No,No,0,2.0,248,2.0,Email Opened,,,No,No,No,No,No,No,13.0,15.0,No
594329,Landing Page Submission,Google,No,No,1,3.0,1839,3.0,Email Opened,Marketing Management,Working Professional,No,No,No,No,No,No,12.0,17.0,No
634029,Lead Add Form,Reference,No,No,1,,28,,Had a Phone Conversation,Business Administration,Working Professional,No,No,No,No,No,No,14.0,19.0,No
652787,Lead Add Form,Reference,No,No,1,3.0,1764,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,20.0,No
630339,Landing Page Submission,Organic Search,No,No,0,4.0,1060,4.0,SMS Sent,Business Administration,,No,No,No,No,No,No,,,Yes
617842,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,,,No
605259,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,,,No
591837,Landing Page Submission,Google,No,No,1,4.0,665,4.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,20.0,No
644450,API,Google,No,No,0,2.0,279,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
604935,Landing Page Submission,Google,Yes,No,0,5.0,36,2.5,Page Visited on Website,E-COMMERCE,Unemployed,No,No,No,No,No,No,,,Yes
640127,Landing Page Submission,Direct Traffic,No,No,1,1.0,1320,1.0,Email Bounced,Marketing Management,Working Professional,No,No,No,No,No,No,14.0,18.0,No
613289,Landing Page Submission,Google,No,No,1,4.0,1115,4.0,Page Visited on Website,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
621410,Landing Page Submission,Direct Traffic,No,No,0,2.0,80,2.0,Page Visited on Website,,,No,No,No,No,No,No,,,No
590295,Landing Page Submission,Direct Traffic,No,No,0,3.0,317,3.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,13.0,17.0,Yes
603939,Landing Page Submission,Google,No,No,0,6.0,348,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,13.0,17.0,No
595214,Landing Page Submission,Direct Traffic,No,No,1,2.0,762,2.0,Email Opened,International Business,Unemployed,No,No,No,No,No,No,,,Yes
610092,Landing Page Submission,Direct Traffic,No,No,0,20.0,814,2.5,Page Visited on Website,Healthcare Management,,Yes,No,No,No,Yes,Yes,,,Yes
640415,Landing Page Submission,Direct Traffic,No,No,1,3.0,96,3.0,SMS Sent,Travel and Tourism,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes
636075,Landing Page Submission,Direct Traffic,No,No,0,2.0,309,2.0,Email Opened,Media and Advertising,,No,No,No,No,No,No,14.0,16.0,Yes
591596,API,Google,No,No,0,3.0,59,3.0,Email Opened,,,No,No,No,No,No,No,13.0,15.0,No
602757,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Human Resource Management,Working Professional,No,No,No,No,No,No,,,No
614080,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,,,No
639099,Lead Add Form,Reference,No,No,1,2.0,961,2.0,Unreachable,IT Projects Management,Unemployed,No,No,No,No,No,No,16.0,16.0,No
603824,Landing Page Submission,Organic Search,Yes,No,0,19.0,739,4.75,Page Visited on Website,Healthcare Management,,No,No,No,No,No,No,,,No
637220,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
581655,API,Organic Search,No,No,0,2.0,183,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No
590582,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
601825,Landing Page Submission,Direct Traffic,No,No,0,4.0,48,4.0,Email Opened,Media and Advertising,,No,No,No,No,No,No,,,No
601933,Landing Page Submission,Organic Search,No,No,0,5.0,223,2.5,Email Opened,Finance Management,,No,No,No,No,No,No,,,Yes
653785,API,Google,No,No,0,2.0,49,2.0,Chat Conversation,,,No,No,No,No,No,No,14.0,15.0,No
633922,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,,,No
594428,Landing Page Submission,Direct Traffic,No,No,1,5.0,484,5.0,SMS Sent,"Banking, Investment And Insurance",,No,No,No,No,No,No,12.0,18.0,No
579784,Landing Page Submission,Google,Yes,No,0,1.0,149,1.0,Email Bounced,Human Resource Management,,No,No,No,No,No,No,13.0,18.0,No
618074,Landing Page Submission,Direct Traffic,No,No,0,3.0,85,3.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
588185,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
599932,Landing Page Submission,Google,No,No,1,5.0,967,2.5,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,15.0,14.0,No
585581,Landing Page Submission,Direct Traffic,No,No,1,2.0,849,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
610273,Landing Page Submission,Google,No,No,1,5.0,1171,5.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
601514,Landing Page Submission,Organic Search,No,No,1,9.0,1424,2.25,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,,,Yes
614077,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,,,No
583728,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
618361,Landing Page Submission,Google,No,No,0,6.0,289,3.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
588188,Landing Page Submission,Organic Search,No,No,1,13.0,954,4.33,Chat Conversation,Media and Advertising,Unemployed,No,No,No,No,No,No,16.0,17.0,Yes
605734,Landing Page Submission,Direct Traffic,Yes,No,0,6.0,378,3.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
619478,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
611900,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
642990,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Had a Phone Conversation,Operations Management,Unemployed,No,No,No,No,No,No,14.0,20.0,No
640385,API,Google,No,No,1,10.0,1489,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
593398,API,Google,No,No,0,5.0,431,1.25,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
637914,API,Google,No,No,0,5.0,219,2.5,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
630828,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
651801,API,Google,No,No,0,9.0,176,1.8,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
614096,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,,,No
597252,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
612920,API,Google,No,No,0,2.0,1273,2.0,Page Visited on Website,,,No,No,No,No,No,No,,,No
588070,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Link Clicked,Finance Management,Working Professional,No,No,No,No,No,No,14.0,19.0,No
589233,Landing Page Submission,Organic Search,No,No,1,3.0,301,3.0,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,15.0,20.0,Yes
656463,API,Google,No,No,0,2.0,376,2.0,Email Opened,,,No,No,No,No,No,No,12.0,15.0,No
642991,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,15.0,15.0,No
581587,Landing Page Submission,Direct Traffic,No,No,0,7.0,499,2.33,Page Visited on Website,Hospitality Management,Student,No,No,No,No,No,No,17.0,15.0,Yes
618270,Landing Page Submission,Google,No,No,0,6.0,197,3.0,Form Submitted on Website,E-Business,Unemployed,No,No,No,No,No,No,,,No
615282,Landing Page Submission,Direct Traffic,No,No,0,2.0,225,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
645386,Landing Page Submission,Direct Traffic,No,No,0,3.0,212,3.0,Email Opened,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,14.0,15.0,Yes
605839,API,Organic Search,Yes,No,0,8.0,40,8.0,SMS Sent,,,No,No,No,No,No,No,,,No
650642,API,Chat,No,No,1,0.0,0,0.0,Unreachable,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
601089,Landing Page Submission,Direct Traffic,No,No,0,2.0,46,2.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
601553,API,Organic Search,No,No,1,3.0,1412,3.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
630127,Landing Page Submission,Organic Search,No,No,1,9.0,181,4.5,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
657995,Landing Page Submission,Organic Search,No,No,0,12.0,28,6.0,Email Opened,International Business,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes
598757,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Student,No,No,No,No,No,No,,,No
600317,Landing Page Submission,Google,No,No,0,11.0,67,11.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
625394,Landing Page Submission,Direct Traffic,No,No,0,3.0,333,3.0,Converted to Lead,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
613684,Landing Page Submission,Google,No,No,1,7.0,1010,2.33,SMS Sent,Services Excellence,Unemployed,No,No,No,No,No,No,,,No
622859,Landing Page Submission,Direct Traffic,No,No,1,7.0,1576,7.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,Yes
607416,Landing Page Submission,Google,No,No,0,5.0,215,5.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,,,Yes
622512,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
607494,Landing Page Submission,Direct Traffic,Yes,No,0,41.0,311,1.14,Page Visited on Website,Retail Management,,No,No,No,No,No,No,,,No
590922,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,17.0,15.0,No
650389,Landing Page Submission,Google,No,No,1,3.0,1224,3.0,Email Opened,Marketing Management,Working Professional,No,No,No,No,No,No,15.0,17.0,No
660128,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
580465,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,16.0,No
586693,Landing Page Submission,Direct Traffic,No,No,0,4.0,12,2.0,Converted to Lead,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
598886,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Human Resource Management,Student,No,No,No,No,No,No,,,No
637677,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
598330,Landing Page Submission,Direct Traffic,No,No,0,3.0,292,3.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
601634,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,Select,Student,No,No,No,No,No,No,,,No
602958,Landing Page Submission,Direct Traffic,No,No,1,251.0,49,1.48,Page Visited on Website,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
594757,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
655404,Landing Page Submission,Direct Traffic,No,No,0,4.0,365,2.0,Email Opened,Finance Management,,No,No,No,No,No,No,13.0,17.0,Yes
655260,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,183,2.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,16.0,16.0,Yes
626800,Landing Page Submission,Google,No,No,1,5.0,1136,5.0,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,,,No
584599,Landing Page Submission,Google,No,No,0,5.0,4,5.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,13.0,17.0,No
634127,Landing Page Submission,Organic Search,No,No,0,7.0,260,7.0,Chat Conversation,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,15.0,13.0,Yes
597897,Landing Page Submission,Organic Search,No,No,1,4.0,1078,1.33,SMS Sent,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,Yes
599669,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
610382,Landing Page Submission,Direct Traffic,Yes,No,0,4.0,209,4.0,Email Bounced,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,Yes
607383,Landing Page Submission,Direct Traffic,No,No,0,3.0,338,3.0,Email Opened,Operations Management,,No,No,No,No,No,No,,,Yes
651920,API,Google,No,No,0,13.0,9,3.25,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
603943,Landing Page Submission,Google,No,No,1,5.0,977,5.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
593112,Landing Page Submission,Google,No,No,0,1.0,132,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,18.0,No
629330,API,Organic Search,No,No,0,3.0,560,3.0,Converted to Lead,,,No,No,No,No,No,No,,,No
632890,API,Google,No,No,0,2.0,123,2.0,Converted to Lead,,,No,No,No,No,No,No,,,No
624700,Landing Page Submission,Organic Search,No,No,1,5.0,428,5.0,Email Bounced,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,No
581513,Landing Page Submission,Google,No,No,1,6.0,1070,3.0,SMS Sent,Human Resource Management,,No,No,No,No,No,No,14.0,16.0,No
619314,Landing Page Submission,Direct Traffic,No,No,1,4.0,52,4.0,Email Opened,Marketing Management,Working Professional,No,No,No,No,No,No,,,Yes
597415,Landing Page Submission,Direct Traffic,No,No,0,2.0,10,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
649442,Landing Page Submission,Direct Traffic,No,No,1,3.0,954,3.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,14.0,17.0,Yes
650484,API,Google,No,No,0,3.0,388,1.5,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,17.0,15.0,No
592692,API,Organic Search,No,No,0,3.0,1920,1.5,SMS Sent,,,No,No,No,No,No,No,13.0,15.0,No
649862,API,Chat,No,No,1,2.0,1134,1.0,SMS Sent,Marketing Management,Student,No,No,No,No,No,No,15.0,16.0,No
624947,Landing Page Submission,Google,No,No,0,5.0,339,2.5,Converted to Lead,Finance Management,,No,No,No,No,No,No,,,No
655338,API,Referral Sites,No,No,0,1.0,153,1.0,Converted to Lead,,,No,No,No,No,No,No,14.0,13.0,No
654275,Landing Page Submission,Google,No,No,1,6.0,1092,3.0,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
650231,Landing Page Submission,Google,No,No,0,5.0,28,2.5,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,11.0,18.0,No
634690,Landing Page Submission,Google,No,No,1,5.0,841,2.5,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
593596,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,237,1.0,Email Bounced,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
626724,Landing Page Submission,Direct Traffic,No,No,0,2.0,408,2.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,,,Yes
615948,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Link Clicked,Select,Unemployed,No,No,No,No,No,No,,,No
608088,Landing Page Submission,Direct Traffic,No,No,0,3.0,34,3.0,Email Opened,Marketing Management,Student,No,No,No,No,No,No,,,Yes
583036,Landing Page Submission,Direct Traffic,No,No,0,4.0,74,4.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
628580,API,Google,No,No,0,5.0,150,1.67,Chat Conversation,,,No,No,No,No,No,No,,,No
603528,API,Google,No,No,0,3.0,291,3.0,Email Opened,,,No,No,No,No,No,No,,,No
628929,Landing Page Submission,Direct Traffic,No,No,1,8.0,1797,2.67,Email Opened,International Business,Unemployed,No,No,No,No,No,No,14.0,20.0,Yes
596424,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,12.0,15.0,No
629940,API,Google,No,No,1,2.0,997,2.0,Email Opened,Marketing Management,Working Professional,No,No,No,No,No,No,,,No
651270,API,Direct Traffic,Yes,No,0,2.0,396,2.0,Email Bounced,,,No,No,No,No,No,No,14.0,15.0,No
615809,Landing Page Submission,Direct Traffic,No,No,1,5.0,845,2.5,Page Visited on Website,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
605328,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,,,No
617405,Landing Page Submission,Direct Traffic,No,No,1,7.0,899,2.33,Page Visited on Website,E-COMMERCE,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes
623749,API,Chat,No,No,0,1.0,284,1.0,Page Visited on Website,,,No,No,No,No,No,No,,,No
581126,Landing Page Submission,Google,No,No,0,4.0,10,4.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,12.0,20.0,No
607221,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,IT Projects Management,Working Professional,No,No,No,No,No,No,,,No
644710,Landing Page Submission,Google,No,No,0,6.0,153,3.0,Email Opened,Business Administration,,No,No,No,No,No,No,13.0,18.0,No
605251,Landing Page Submission,Google,No,No,0,4.0,225,4.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,,,No
653990,API,Organic Search,Yes,No,0,2.0,18,2.0,Email Bounced,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
659631,Lead Add Form,Reference,No,No,1,,1007,,,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,20.0,No
648434,Landing Page Submission,Organic Search,No,No,0,3.0,866,3.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,11.0,17.0,Yes
620553,Landing Page Submission,Google,No,No,0,3.0,22,3.0,Form Submitted on Website,Finance Management,,No,No,No,No,No,No,,,No
628129,API,Google,No,No,0,2.0,973,2.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
598055,Lead Add Form,Reference,No,No,1,,1313,,,Hospitality Management,Working Professional,No,No,No,No,No,No,,,No
623118,Landing Page Submission,Direct Traffic,No,No,0,4.0,190,2.0,Email Opened,Marketing Management,,No,No,No,No,No,No,,,Yes
628064,API,Google,No,No,0,4.0,365,2.0,SMS Sent,,,No,No,No,No,No,No,,,No
596493,Landing Page Submission,Google,No,No,1,10.0,257,2.5,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,,,No
627472,Landing Page Submission,Google,No,No,1,7.0,1348,1.75,Page Visited on Website,Media and Advertising,Unemployed,No,No,No,No,No,No,,,No
602470,API,Organic Search,No,No,0,7.0,226,7.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
646573,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
643191,Landing Page Submission,Direct Traffic,No,No,0,4.0,177,4.0,Email Opened,IT Projects Management,,No,No,No,No,No,No,14.0,13.0,Yes
581419,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,12.0,15.0,No
626301,Landing Page Submission,Google,No,No,1,4.0,1230,4.0,SMS Sent,Human Resource Management,,No,No,No,No,No,No,,,No
616721,API,Chat,No,No,0,3.0,101,1.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
590200,Landing Page Submission,Google,No,No,1,8.0,931,1.6,Page Visited on Website,Business Administration,Unemployed,No,No,No,No,No,No,15.0,17.0,No
647583,Landing Page Submission,Direct Traffic,No,No,0,6.0,50,6.0,Email Opened,IT Projects Management,,No,No,No,No,No,No,13.0,15.0,Yes
602750,API,Organic Search,No,No,0,3.0,180,1.5,Email Opened,,,No,No,No,No,No,No,,,No
